_id,OBJECTID,ID,ADDRESSNUMBERTEXT,ADDRESSSTREET,FRONTINGSTREET,SIDE,FROMSTREET,DIRECTION,SITEID,WARD,BIA,ASSETTYPE,STATUS,SDE_STATE_ID,X,Y,LONGITUDE,LATITUDE,geometry
4480775,1494,BP-19298,40,Dovercourt Rd,Dovercourt Rd,West,Sudbury St,North,,09,,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.421815255991, 43.6418371138592]]}"
4480776,1495,BP-19300,40,Dovercourt Rd,Dovercourt Rd,West,Sudbury St,North,,09,,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.4218394848954, 43.6418967285272]]}"
4480777,1496,BP-19301,404,Roncesvalles Ave,Roncesvalles Ave,West,Howard Park Ave,South,,04,Roncesvalles Village,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.4509954550507, 43.6511315781926]]}"
4480778,1497,BP-19304,1371,Queen St W,Queen St W,South,Close Ave,East,,04,Parkdale Village,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.4355080921383, 43.6407608129749]]}"
4480779,1498,BP-19308,220,Sorauren Ave,Wright Ave,South,Sorauren Ave,West,,04,,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.4436671435019, 43.6463961129201]]}"
4480780,1499,BP-19367,862,College St,College St,North,Concord Ave,West,,09,College Promenade,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.4241604318292, 43.6541473578624]]}"
4480781,1500,BP-19309,220,Sorauren Ave,Wright Ave,South,Sorauren Ave,West,,04,,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.4436970104526, 43.6463900787152]]}"
4480782,1501,BP-19310,220,Sorauren Ave,Wright Ave,South,Sorauren Ave,West,,04,,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.4437246453773, 43.6463848895323]]}"
4480783,1502,BP-19370,784,College St,College St,North,Roxton Rd,East,,11,College Promenade,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.4209144637737, 43.6548286041487]]}"
4480784,1503,BP-19401,1746,St Clair Ave W,St Clair Ave W,North,Silverthorn Ave,West,,09,St. Clair Gardens,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.4606304909133, 43.6741740478101]]}"
4480785,1504,BP-19440,480,St Clair Ave W,St Clair Ave W,North,Wells Hill Ave,East,,12,Wychwood Heights,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.4154534288975, 43.683832591578]]}"
4480786,1505,BP-19402,1746,St Clair Ave W,St Clair Ave W,North,Silverthorn Ave,West,,09,St. Clair Gardens,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.4606782330046, 43.67416038223091]]}"
4480787,1506,BP-19441,396,St Clair Ave W,St Clair Ave W,North,Wells Hill Ave,East,,12,Wychwood Heights,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.4152776713277, 43.6838684756808]]}"
4480788,1524,BP-19470,121,Yonge St,Yonge St,East,Adelaide St E,North,,13,Financial District,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3785062600843, 43.6508312071027]]}"
4480789,1525,BP-19472,401,Bay St,Bay St,East,Richmond St W,North,,13,Downtown Yonge,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3812791379856, 43.6513235513826]]}"
4480790,1526,BP-19473,401,Bay St,Bay St,East,Richmond St W,North,,13,Downtown Yonge,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3812887040079, 43.6513445974926]]}"
4480791,1527,BP-19474,1,Richmond St W,Richmond St W,South,Yonge St,West,,13,Financial District,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.379127162815, 43.6515892486587]]}"
4480792,1528,BP-19475,1,Richmond St W,Richmond St W,South,Yonge St,West,,13,Financial District,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3791438181044, 43.6515860617846]]}"
4480793,1529,BP-19476,96,Richmond St W,Richmond St W,North,York St,East,,10,Financial District,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3834254169966, 43.6507435433056]]}"
4480794,1530,BP-19477,96,Richmond St W,Richmond St W,North,York St,East,,10,Financial District,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.383390491246, 43.650752257006]]}"
4480795,1531,BP-19478,96,Richmond St W,Richmond St W,North,York St,East,,10,Financial District,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3833565688263, 43.6507613767806]]}"
4480796,1532,BP-19481,96,Richmond St W,Richmond St W,North,Sheppard St,West,,10,Financial District,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3829334402331, 43.6508351424597]]}"
4480797,1533,BP-19482,96,Richmond St W,Richmond St W,North,Sheppard St,West,,10,Financial District,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3829633285618, 43.6508287460926]]}"
4480798,1534,BP-19483,96,Richmond St W,Richmond St W,North,Sheppard St,West,,10,Financial District,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3829890510798, 43.650822624496]]}"
4480799,1535,BP-19484,194,Wellesley St E,Wellesley St E,North,Bleecker St,West,,13,,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3739366970755, 43.6672935476414]]}"
4480800,1536,BP-19485,194,Wellesley St E,Wellesley St E,North,Bleecker St,West,,13,,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3739569318726, 43.6672886012184]]}"
4480801,1537,BP-19486,194,Wellesley St E,Wellesley St E,North,Bleecker St,West,,13,,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.373973768841, 43.6672837590618]]}"
4480802,1538,BP-19488,231,Fort York Blvd,Fort York Blvd,South,Fleet St,East,,10,CityPlace and Fort York,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.4060716833703, 43.6372571440193]]}"
4480803,1539,BP-19489,231,Fort York Blvd,Fort York Blvd,South,Fleet St,East,,10,CityPlace and Fort York,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.4060613542994, 43.6372603490252]]}"
4480804,1540,BP-19490,231,Fort York Blvd,Fort York Blvd,South,Fleet St,East,,10,CityPlace and Fort York,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.406049686623, 43.6372635979369]]}"
4480805,1541,BP-19493,332,Harbord St,Harbord St,North,Montrose Ave,East,,11,,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.4192549825488, 43.6596536888818]]}"
4480806,1542,BP-19494,623,Bathurst St,Bathurst St,East,Ulster St,North,,11,,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.4090148204835, 43.6599598110573]]}"
4480807,1543,BP-19496,489,College St,College St,South,Markham St,West,,11,Little Italy,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.409300910103, 43.6560350182971]]}"
4480808,1544,BP-19497,747,College St,College St,South,Shaw St,East,,11,Little Italy,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.4199285987336, 43.6548986324885]]}"
4480809,1545,BP-19498,747,College St,College St,South,Shaw St,East,,11,Little Italy,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.4199123153801, 43.6549027437017]]}"
4480810,1546,BP-19499,747,College St,College St,South,Shaw St,East,,11,Little Italy,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.4198961213073, 43.6549049736922]]}"
4480811,1547,BP-19501,842,College St,College St,North,Ossington Ave,West,,09,College Promenade,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.4232584520488, 43.6543421033078]]}"
4480812,1548,BP-19502,846,College St,College St,North,Ossington Ave,West,,09,College Promenade,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.4233311204226, 43.6543265257165]]}"
4480813,1549,BP-19503,846,College St,College St,North,Ossington Ave,West,,09,College Promenade,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.4233596173187, 43.6543204239042]]}"
4480814,1550,BP-19505,838,College St,College St,North,Ossington Ave,West,,09,College Promenade,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.4231012863036, 43.6543746636074]]}"
4480815,1551,BP-19506,447,Dovercourt Rd,Dovercourt Rd,East,College St,North,,09,College Promenade,Ring,Temporarily Removed,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.4264379334769, 43.6539632561921]]}"
4480816,1552,BP-19507,1230,Dundas St W,Dundas St W,North,Dovercourt Rd,East,,09,Little Portugal,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.42342161573, 43.6494719736974]]}"
4480817,1553,BP-19508,1241,Dundas St W,Dundas St W,South,Grove Ave,West,,10,Little Portugal,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.4236483741474, 43.6493512640811]]}"
4480818,1554,BP-19509,1241,Dundas St W,Dundas St W,South,Grove Ave,West,,10,Little Portugal,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.4236820537496, 43.6493522497166]]}"
4480819,1555,BP-19510,1241,Dundas St W,Dundas St W,South,Grove Ave,West,,10,Little Portugal,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.4237149895162, 43.6493532798526]]}"
4480820,1556,BP-19511,1239,Dundas St W,Dundas St W,South,Grove Ave,West,,10,Little Portugal,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.4235103851506, 43.6493359505306]]}"
4480821,1557,BP-19512,1239,Dundas St W,Dundas St W,South,Grove Ave,West,,10,Little Portugal,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.4235418208245, 43.6493370787278]]}"
4480822,1558,BP-19513,1239,Dundas St W,Dundas St W,South,Grove Ave,West,,10,Little Portugal,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.423571842919, 43.6493385210189]]}"
4480823,1559,BP-19514,1229,Dundas St W,Dundas St W,South,Grove Ave,West,,10,Little Portugal,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.423396267713, 43.6493334167446]]}"
4480824,1560,BP-19517,55,Halton St,Ossington Ave,East,Halton St,South,,10,Ossington Avenue,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.42010345388911, 43.6478654167217]]}"
4480825,1561,BP-19518,55,Halton St,Ossington Ave,East,Halton St,South,,10,Ossington Avenue,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.4200960782596, 43.6478467067303]]}"
4480826,1562,BP-19519,55,Halton St,Ossington Ave,East,Halton St,South,,10,Ossington Avenue,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.4200891597956, 43.6478291222286]]}"
4480827,1563,BP-19521,176,Bellwoods Ave,Dundas St W,South,Bellwoods Ave,West,,10,Trinity-Bellwoods,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.4129328190655, 43.6508269572457]]}"
4480828,1564,BP-19522,176,Bellwoods Ave,Dundas St W,South,Bellwoods Ave,West,,10,Trinity-Bellwoods,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.4129570496026, 43.6508217639106]]}"
4480829,1565,BP-19523,866,Dundas St W,Dundas St W,North,Manning Ave,East,,11,Trinity-Bellwoods,Ring,Temporarily Removed,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.4107481039949, 43.6514082274545]]}"
4480830,1566,BP-19524,862,Dundas St W,Dundas St W,North,Manning Ave,East,,11,Trinity-Bellwoods,Ring,Temporarily Removed,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.4107181811118, 43.65141464006]]}"
4480831,1567,BP-19525,862,Dundas St W,Dundas St W,North,Manning Ave,East,,11,Trinity-Bellwoods,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.4106910979849, 43.6514204427838]]}"
4480832,1568,BP-19526,858,Dundas St W,Dundas St W,North,Manning Ave,East,,11,Trinity-Bellwoods,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.4106658609012, 43.6514269670526]]}"
4480833,1570,BP-19530,85,Richmond St W,Richmond St W,South,Sheppard St,West,,10,Financial District,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3828546996867, 43.6507698559471]]}"
4480834,1571,BP-19663,480,Dundas St E,Dundas St E,North,Regent St,West,,13,,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3648457527568, 43.6597546655059]]}"
4480835,1572,BP-19531,85,Richmond St W,Richmond St W,South,Sheppard St,West,,10,Financial District,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.382894085818, 43.6507624251728]]}"
4480836,1573,BP-19665,229,Queen St E,Sherbourne St,West,Queen St E,South,,13,Historic Queen East,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3694812539278, 43.654318889282]]}"
4480837,1574,BP-19532,133,Richmond St W,Richmond St W,South,York St,West,,10,Financial District,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3849736968425, 43.650293486455]]}"
4480838,1575,BP-19666,229,Queen St E,Sherbourne St,West,Queen St E,South,,13,Historic Queen East,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.36947235054981, 43.6542969518179]]}"
4480839,1576,BP-19533,170,York St,York St,West,Richmond St W,South,,10,Financial District,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3846191668573, 43.6502748924138]]}"
4480840,1577,BP-19534,170,University Ave,University Ave,West,Adelaide St W,South,,10,Financial District,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.385926156124, 43.6487167271764]]}"
4480841,1578,BP-19535,160,Adelaide St W,Adelaide St W,North,University Ave,East,,10,Financial District,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3850113096294, 43.649044999443]]}"
4480842,1580,BP-19540,141,Adelaide St W,Adelaide St W,South,York St,West,,10,Financial District,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3843535870967, 43.6490584500919]]}"
4480843,1581,BP-19541,141,Adelaide St W,York St,West,Adelaide St W,South,,10,Financial District,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.38403156446971, 43.6488610750368]]}"
4480844,1582,BP-19542,141,Adelaide St W,York St,West,Adelaide St W,South,,10,Financial District,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3840240958541, 43.6488384650379]]}"
4480845,1583,BP-19543,279,Yonge St,Yonge St,East,Dundas Sq,South,,13,Downtown Yonge,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.380508442837, 43.6555700739902]]}"
4480846,1585,BP-19545,33,Front St E,Scott St,West,Front St E,North,,13,St. Lawrence Market Neighbourhood,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3758648883877, 43.6475420890382]]}"
4480847,1586,BP-19546,33,Front St E,Scott St,West,Front St E,North,,13,St. Lawrence Market Neighbourhood,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3758789693743, 43.6475725919502]]}"
4480848,1587,BP-19547,33,Front St E,Scott St,West,Front St E,North,,13,St. Lawrence Market Neighbourhood,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3758884129986, 43.6475916760953]]}"
4480849,1588,BP-19549,26,Wellington St E,Scott St,East,Colborne St,South,,13,St. Lawrence Market Neighbourhood,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3761340451879, 43.6485660251087]]}"
4480850,1589,BP-19550,26,Wellington St E,Scott St,East,Colborne St,South,,13,St. Lawrence Market Neighbourhood,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3761229201923, 43.64853860390281]]}"
4480851,1590,BP-19551,26,Wellington St E,Scott St,East,Colborne St,South,,13,St. Lawrence Market Neighbourhood,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3761030013329, 43.6484894888812]]}"
4480852,1591,BP-19552,26,Wellington St E,Scott St,East,Colborne St,South,,13,St. Lawrence Market Neighbourhood,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.37609123876, 43.648464695379]]}"
4480853,1592,BP-19553,18,Church St,Church St,West,Front St E,South,,13,St. Lawrence Market Neighbourhood,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3736621433325, 43.6479298039985]]}"
4480854,1593,BP-19554,63,Front St E,Front St E,South,Church St,West,,13,St. Lawrence Market Neighbourhood,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3739224027606, 43.6482714050466]]}"
4480855,1594,BP-19556,63,Front St E,Front St E,South,Church St,West,,13,St. Lawrence Market Neighbourhood,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3739881369347, 43.6482429161985]]}"
4480856,1595,BP-19557,67,Front St E,Front St E,South,Church St,East,,13,St. Lawrence Market Neighbourhood,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3734652206252, 43.6484962850489]]}"
4480857,1596,BP-19558,105,Front St E,Front St E,South,Jarvis St,East,,13,St. Lawrence Market Neighbourhood,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3711746806866, 43.6494020632138]]}"
4480858,1597,BP-19559,22,Church St,Church St,West,Wellington St E,South,,13,St. Lawrence Market Neighbourhood,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3737424481885, 43.6481412897529]]}"
4480859,1598,BP-19560,22,Church St,Church St,West,Wellington St E,South,,13,St. Lawrence Market Neighbourhood,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3737337767417, 43.6481148431698]]}"
4480860,1599,BP-19561,22,Church St,Church St,West,Wellington St E,South,,13,St. Lawrence Market Neighbourhood,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3737237628143, 43.6480901683716]]}"
4480861,1600,BP-19562,147,Lower Jarvis St,Lower Jarvis St,East,Front St E,,,13,St. Lawrence Market Neighbourhood,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3711998683731, 43.6491476050907]]}"
4480862,1601,BP-19565,141,Lower Jarvis St,Lower Jarvis St,East,Front St E,South,,13,St. Lawrence Market Neighbourhood,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3711494596792, 43.6490515307529]]}"
4480863,1602,BP-19566,125,George St,George St,East,Richmond St E,South,,13,St. Lawrence Market Neighbourhood,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3714284017627, 43.652700491855]]}"
4480864,1603,BP-19567,125,George St,George St,East,Richmond St E,South,,13,St. Lawrence Market Neighbourhood,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3714167232049, 43.6526717013825]]}"
4480865,1604,BP-19568,185,King St E,George St,West,King St E,South,,13,St. Lawrence Market Neighbourhood,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3706986954892, 43.6505590108101]]}"
4480866,1605,BP-19570,185,King St E,George St,West,King St E,South,,13,St. Lawrence Market Neighbourhood,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.37067024506662, 43.6504955820482]]}"
4480867,1606,BP-19571,161,Frederick St,Frederick St,East,King St E,South,,13,St. Lawrence Market Neighbourhood,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3691766547479, 43.6506562850629]]}"
4480868,1610,BP-19576,171,The Esplanade,Lower Sherbourne St,West,The Esplanade,South,,10,St. Lawrence Market Neighbourhood,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3672422412361, 43.648781042701]]}"
4480869,1633,BP-07641,2458,Bloor St W,,,Bloor St W,,,04,Bloor West Village,,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.48588495149991, 43.6488002081637]]}"
4480870,1644,BP-03996,21,Dundonald St,,,Gloucester Lane,,,13,,,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3832468079438, 43.6661506527564]]}"
4480871,1646,BP-07030,2210,Yonge St,Yonge St,West,Eglinton Ave W,South,,12,,Ring,Temporarily Removed,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3983629807772, 43.7064207773643]]}"
4480872,1701,BP-14901,1,Grenville St,,,Wood St,,,13,Downtown Yonge,,Temporarily Removed,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.383800249392, 43.6619714180034]]}"
4480873,1729,BP-04734,180,Elizabeth St,,,Walton St,,,11,,,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3861725235813, 43.6574109056428]]}"
4480874,1747,BP-10140,1554,Queen St W,,,Dowling Ave,,,04,Parkdale Village,,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.4399803254721, 43.6399896791735]]}"
4480875,1759,BP-09189,145,Queens Quay W,,,York St,,,10,The Waterfront,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.379906742873, 43.639800798933]]}"
4480876,1776,BP-07546,61,Hanna Ave,,,Hanna Ave,,,10,Liberty Village,,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.4177522571994, 43.6396823488808]]}"
4480877,1799,BP-05161,194,Wellesley St E,,,Wellesley St E,,,13,,,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3746310174666, 43.6674219411338]]}"
4480878,1809,BP-10084,3,Queen St E,,,Queen St E,,,13,Downtown Yonge,,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3780708453563, 43.6524894058067]]}"
4480879,1834,BP-10787,550,Eglinton Ave W,,,Russell Hill Rd,,,08,The Eglinton Way,Rack,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.4154906499429, 43.7032426194558]]}"
4480880,1847,BP-11622,518,Danforth Ave,,,Danforth Ave,,,14,Greektown on the Danforth,,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3484718648518, 43.6784267732368]]}"
4480881,1868,BP-16869,100,Sorauren Ave,,,Sorauren Ave,,,04,,Rack,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.442215123943, 43.6428487763039]]}"
